location,week,first_dose,second_dose,vaccine,white_prop,black_prop,asian_prop,hispanic_prop
Utah,2020-02-22,28080,28080,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-02-22,7020,7020,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-02-22,84240,84240,pfizer,0.613,0.189,0.067,0.096
Washington,2020-02-22,73710,73710,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-02-22,18720,18720,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-02-22,58500,58500,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-02-22,5850,5850,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-02-15,30225,30225,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-02-15,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-02-15,42900,42900,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-02-15,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-02-15,241800,241800,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-02-15,35100,35100,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-02-15,23400,23400,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-02-15,6825,6825,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-02-15,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-02-15,132600,132600,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-02-15,63375,63375,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-02-15,9750,9750,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-02-15,10725,10725,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-02-15,63375,63375,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-02-15,40950,40950,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-02-15,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-02-15,18525,18525,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-02-15,28275,28275,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-02-15,29250,29250,pfizer,0.588,0.319,0.017,0.052
Maine,2020-02-15,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-02-15,38025,38025,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-02-15,43875,43875,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-02-15,62400,62400,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-02-15,34125,34125,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-02-15,18525,18525,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-02-15,38025,38025,pfizer,0.794,0.112,0.021,0.043
Montana,2020-02-15,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-02-15,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-02-15,18525,18525,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-02-15,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-02-15,55575,55575,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-02-15,13650,13650,pfizer,0.367,0.017,0.016,0.495
New York,2020-02-15,71175,71175,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-02-15,63375,63375,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-02-15,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-02-15,73125,73125,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-02-15,24375,24375,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-02-15,26325,26325,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-02-15,71175,71175,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-02-15,22425,22425,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-02-15,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-02-15,31200,31200,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-02-15,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-02-15,41925,41925,pfizer,0.736,0.164,0.018,0.057
Texas,2020-02-15,165750,165750,pfizer,0.411,0.117,0.05,0.4
Utah,2020-02-15,17550,17550,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-02-15,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-02-15,52650,52650,pfizer,0.613,0.189,0.067,0.096
Washington,2020-02-15,46800,46800,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-02-15,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-02-15,37050,37050,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-02-15,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-02-08,30225,30225,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-02-08,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-02-08,42900,42900,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-02-08,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-02-08,241800,241800,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-02-08,35100,35100,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-02-08,23400,23400,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-02-08,6825,6825,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-02-08,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-02-08,132600,132600,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-02-08,63375,63375,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-02-08,9750,9750,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-02-08,10725,10725,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-02-08,63375,63375,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-02-08,40950,40950,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-02-08,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-02-08,18525,18525,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-02-08,28275,28275,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-02-08,29250,29250,pfizer,0.588,0.319,0.017,0.052
Maine,2020-02-08,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-02-08,38025,38025,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-02-08,43875,43875,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-02-08,62400,62400,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-02-08,34125,34125,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-02-08,18525,18525,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-02-08,38025,38025,pfizer,0.794,0.112,0.021,0.043
Montana,2020-02-08,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-02-08,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-02-08,18525,18525,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-02-08,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-02-08,55575,55575,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-02-08,13650,13650,pfizer,0.367,0.017,0.016,0.495
New York,2020-02-08,71175,71175,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-02-08,63375,63375,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-02-08,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-02-08,73125,73125,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-02-08,24375,24375,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-02-08,26325,26325,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-02-08,71175,71175,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-02-08,22425,22425,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-02-08,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-02-08,31200,31200,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-02-08,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-02-08,41925,41925,pfizer,0.736,0.164,0.018,0.057
Texas,2020-02-08,165750,165750,pfizer,0.411,0.117,0.05,0.4
Utah,2020-02-08,17550,17550,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-02-08,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-02-08,52650,52650,pfizer,0.613,0.189,0.067,0.096
Washington,2020-02-08,46800,46800,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-02-08,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-02-08,37050,37050,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-02-08,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-02-01,30225,30225,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-02-01,27300,27300,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-02-01,42900,42900,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-02-01,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-02-01,240825,240825,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-02-01,34125,34125,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-02-01,23400,23400,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-02-01,6825,6825,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-02-01,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-02-01,131625,131625,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-02-01,62400,62400,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-02-01,9750,9750,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-02-01,10725,10725,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-02-01,62400,62400,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-02-01,40950,40950,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-02-01,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-02-01,17550,17550,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-02-01,28275,28275,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-02-01,29250,29250,pfizer,0.588,0.319,0.017,0.052
Maine,2020-02-01,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-02-01,38025,38025,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-02-01,43875,43875,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-02-01,62400,62400,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-02-01,34125,34125,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-02-01,18525,18525,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-02-01,38025,38025,pfizer,0.794,0.112,0.021,0.043
Montana,2020-02-01,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-02-01,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-02-01,18525,18525,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-02-01,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-02-01,55575,55575,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-02-01,13650,13650,pfizer,0.367,0.017,0.016,0.495
New York,2020-02-01,70200,70200,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-02-01,63375,63375,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-02-01,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-02-01,72150,72150,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-02-01,24375,24375,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-02-01,26325,26325,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-02-01,71175,71175,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-02-01,22425,22425,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-02-01,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-02-01,31200,31200,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-02-01,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-02-01,41925,41925,pfizer,0.736,0.164,0.018,0.057
Texas,2020-02-01,164775,164775,pfizer,0.411,0.117,0.05,0.4
Utah,2020-02-01,17550,17550,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-02-01,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-02-01,52650,52650,pfizer,0.613,0.189,0.067,0.096
Washington,2020-02-01,45825,45825,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-02-01,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-02-01,36075,36075,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-02-01,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-01-25,30225,30225,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-01-25,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-01-25,42900,42900,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-01-25,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-01-25,241800,241800,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-01-25,35100,35100,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-01-25,23400,23400,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-01-25,6825,6825,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-01-25,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-01-25,132600,132600,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-01-25,63375,63375,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-01-25,9750,9750,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-01-25,10725,10725,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-01-25,63375,63375,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-01-25,40950,40950,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-01-25,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-01-25,18525,18525,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-01-25,28275,28275,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-01-25,29250,29250,pfizer,0.588,0.319,0.017,0.052
Maine,2020-01-25,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-01-25,38025,38025,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-01-25,43875,43875,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-01-25,62400,62400,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-01-25,34125,34125,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-01-25,18525,18525,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-01-25,38025,38025,pfizer,0.794,0.112,0.021,0.043
Montana,2020-01-25,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-01-25,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-01-25,18525,18525,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-01-25,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-01-25,55575,55575,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-01-25,13650,13650,pfizer,0.367,0.017,0.016,0.495
New York,2020-01-25,71175,71175,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-01-25,63375,63375,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-01-25,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-01-25,73125,73125,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-01-25,24375,24375,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-01-25,26325,26325,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-01-25,71175,71175,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-01-25,22425,22425,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-01-25,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-01-25,31200,31200,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-01-25,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-01-25,41925,41925,pfizer,0.736,0.164,0.018,0.057
Texas,2020-01-25,165750,165750,pfizer,0.411,0.117,0.05,0.4
Utah,2020-01-25,17550,17550,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-01-25,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-01-25,52650,52650,pfizer,0.613,0.189,0.067,0.096
Washington,2020-01-25,46800,46800,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-01-25,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-01-25,37050,37050,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-01-25,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-01-18,30225,30225,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-01-18,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-01-18,42900,42900,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-01-18,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-01-18,241800,241800,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-01-18,35100,35100,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-01-18,23400,23400,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-01-18,6825,6825,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-01-18,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-01-18,132600,132600,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-01-18,63375,63375,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-01-18,9750,9750,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-01-18,10725,10725,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-01-18,63375,63375,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-01-18,40950,40950,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-01-18,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-01-18,18525,18525,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-01-18,28275,28275,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-01-18,29250,29250,pfizer,0.588,0.319,0.017,0.052
Maine,2020-01-18,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-01-18,38025,38025,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-01-18,43875,43875,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-01-18,62400,62400,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-01-18,34125,34125,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-01-18,18525,18525,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-01-18,38025,38025,pfizer,0.794,0.112,0.021,0.043
Montana,2020-01-18,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-01-18,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-01-18,18525,18525,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-01-18,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-01-18,55575,55575,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-01-18,13650,13650,pfizer,0.367,0.017,0.016,0.495
New York,2020-01-18,71175,71175,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-01-18,63375,63375,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-01-18,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-01-18,73125,73125,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-01-18,24375,24375,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-01-18,26325,26325,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-01-18,71175,71175,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-01-18,22425,22425,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-01-18,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-01-18,31200,31200,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-01-18,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-01-18,41925,41925,pfizer,0.736,0.164,0.018,0.057
Texas,2020-01-18,165750,165750,pfizer,0.411,0.117,0.05,0.4
Utah,2020-01-18,17550,17550,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-01-18,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-01-18,52650,52650,pfizer,0.613,0.189,0.067,0.096
Washington,2020-01-18,46800,46800,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-01-18,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-01-18,37050,37050,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-01-18,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-01-11,29250,29250,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-01-11,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-01-11,41925,41925,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-01-11,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-01-11,233025,233025,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-01-11,33150,33150,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-01-11,22425,22425,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-01-11,5850,5850,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-01-11,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-01-11,127725,127725,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-01-11,60450,60450,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-01-11,8775,8775,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-01-11,9750,9750,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-01-11,60450,60450,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-01-11,39975,39975,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-01-11,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-01-11,17550,17550,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-01-11,27300,27300,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-01-11,28275,28275,pfizer,0.588,0.319,0.017,0.052
Maine,2020-01-11,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-01-11,36075,36075,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-01-11,42900,42900,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-01-11,60450,60450,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-01-11,33150,33150,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-01-11,17550,17550,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-01-11,37050,37050,pfizer,0.794,0.112,0.021,0.043
Montana,2020-01-11,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-01-11,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-01-11,17550,17550,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-01-11,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-01-11,53625,53625,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-01-11,12675,12675,pfizer,0.367,0.017,0.016,0.495
New York,2020-01-11,68250,68250,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-01-11,61425,61425,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-01-11,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-01-11,70200,70200,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-01-11,23400,23400,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-01-11,25350,25350,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-01-11,69225,69225,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-01-11,21450,21450,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-01-11,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-01-11,30225,30225,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-01-11,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-01-11,39975,39975,pfizer,0.736,0.164,0.018,0.057
Texas,2020-01-11,159900,159900,pfizer,0.411,0.117,0.05,0.4
Utah,2020-01-11,16575,16575,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-01-11,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-01-11,50700,50700,pfizer,0.613,0.189,0.067,0.096
Washington,2020-01-11,57525,57525,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-01-11,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-01-11,35100,35100,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-01-11,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-01-04,29250,29250,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-01-04,27300,27300,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-01-04,41925,41925,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-01-04,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-01-04,232050,232050,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-01-04,33150,33150,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-01-04,22425,22425,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-01-04,5850,5850,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-01-04,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-01-04,126750,126750,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-01-04,60450,60450,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-01-04,8775,8775,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-01-04,9750,9750,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-01-04,60450,60450,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-01-04,39000,39000,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-01-04,18525,18525,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-01-04,17550,17550,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-01-04,27300,27300,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-01-04,28275,28275,pfizer,0.588,0.319,0.017,0.052
Maine,2020-01-04,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-01-04,36075,36075,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-01-04,42900,42900,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-01-04,60450,60450,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-01-04,33150,33150,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-01-04,17550,17550,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-01-04,37050,37050,pfizer,0.794,0.112,0.021,0.043
Montana,2020-01-04,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-01-04,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-01-04,17550,17550,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-01-04,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-01-04,53625,53625,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-01-04,12675,12675,pfizer,0.367,0.017,0.016,0.495
New York,2020-01-04,68250,68250,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-01-04,61425,61425,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-01-04,4875,4875,pfizer,0.841,0.024,0.014,0.04
